RK,Name,First Name,Last name,REC,YDS,AVG,LNG,TD
424,Ahmari Huggins-Bruce,Ahmari,Huggins-Bruce,20,312,15.6,55,4
424,Trey Knox,Trey,Knox,37,312,8.4,22,2
427,Billy Kemp,Billy,Kemp,35,310,8.9,34,1
427,Jayden Thomas,Jayden,Thomas,21,310,14.8,39,2
427,Caleb Coombs,Caleb,Coombs,39,310,7.9,24,2
427,Sam Olson,Sam,Olson,22,310,14.1,56,3
431,Christian Leary,Christian,Leary,25,309,12.4,44,2
432,Treyton Welch,Treyton,Welch,31,308,9.9,32,2
432,Nicholas Singleton,Nicholas,Singleton,26,308,11.8,53,2
434,Michael Wiley,Michael,Wiley,28,306,10.9,40,5
435,Zack Dobson,Zack,Dobson,21,305,14.5,72,2
435,Milan Tucker,Milan,Tucker,21,305,14.5,69,1
435,Mario Williams,Mario,Williams,29,305,10.5,29,2
438,Boobie Curry,Boobie,Curry,29,303,10.4,48,1
439,Austin Osborne,Austin,Osborne,29,302,10.4,42,0
439,Jesiah Irish,Jesiah,Irish,18,302,16.8,38,1
441,Marion Lukes,Marion,Lukes,29,300,10.3,44,0
442,Erick All,Erick,All,21,299,14.2,34,3
442,Dylan Edwards,Dylan,Edwards,36,299,8.3,75,4
444,Dylan Goffney,Dylan,Goffney,23,298,13,42,2
444,Jameel Gardner,Jameel,Gardner,24,298,12.4,50,1
446,Skyler Bell,Skyler,Bell,38,296,7.8,30,1
446,Montana Lemonious-Craig,Montana,Lemonious-Craig,28,296,10.6,39,3
448,Tanner Koziol,Tanner,Koziol,34,295,8.7,26,3
449,Sean Brown,Sean,Brown,19,294,15.5,58,5
449,Cole Harrity,Cole,Harrity,35,294,8.4,29,3
451,Money Parks,Money,Parks,31,293,9.5,70,2
451,Junior Sherrill,Junior,Sherrill,20,293,14.6,52,3
453,Bugs Mortimer,Bugs,Mortimer,15,291,19.4,54,0
454,Malikhi Miller,Malikhi,Miller,24,290,12.1,25,1
454,Brionne Penny,Brionne,Penny,24,290,12.1,36,1
456,Gino Campiotti,Gino,Campiotti,21,289,13.8,30,4
456,River Helms,River,Helms,22,289,13.1,63,3
456,Arlis Boardingham,Arlis,Boardingham,26,289,11.1,25,4
456,Dorian Singer,Dorian,Singer,24,289,12,44,3
460,Tre Mosley,Tre,Mosley,28,288,10.3,30,2
460,Sam Roush,Sam,Roush,28,288,10.3,31,0
462,Jordan Smith,Jordan,Smith,25,287,11.5,25,4
463,Jonathon Brooks,Jonathon,Brooks,25,286,11.4,73,1
463,Cameron Skattebo,Cameron,Skattebo,24,286,11.9,66,1
463,Alex Bauman,Alex,Bauman,35,286,8.2,39,5
466,Cam Camper,Cam,Camper,17,285,16.8,41,1
467,Tobias Merriweather,Tobias,Merriweather,14,284,20.3,75,2
467,Michael Harrison,Michael,Harrison,31,284,9.2,25,5
467,Oscar Delp,Oscar,Delp,24,284,11.8,41,3
467,Tru Edwards,Tru,Edwards,23,284,12.3,36,2
471,McCallan Castles,McCallan,Castles,22,283,12.9,43,5
471,Moliki Matavao,Moliki,Matavao,14,283,20.2,35,2
471,Marquis Shoulders,Marquis,Shoulders,16,283,17.7,80,5
471,Jonah Coleman,Jonah,Coleman,25,283,11.3,69,1
475,Kobe Paysour,Kobe,Paysour,22,282,12.8,77,3
475,Chris Bellamy,Chris,Bellamy,18,282,15.7,52,1
477,E.J. Williams,E.J.,Williams,23,281,12.2,27,0
478,Oscar Cardenas,Oscar,Cardenas,32,280,8.8,28,2
478,Jaden Alexis,Jaden,Alexis,23,280,12.2,60,2
480,John Copenhaver,John,Copenhaver,18,279,15.5,40,4
481,Je'Quan Burton,Je'Quan,Burton,24,277,11.5,39,2
481,Stephon Johnson,Stephon,Johnson,24,277,11.5,49,3
481,Alex Perry,Alex,Perry,24,277,11.5,38,3
484,Jacari Carter,Jacari,Carter,38,276,7.3,32,0
485,Anthony Queeley,Anthony,Queeley,28,275,9.8,18,3
485,Caleb McMillan,Caleb,McMillan,18,275,15.3,75,2
485,Zach Horton,Zach,Horton,27,275,10.2,66,6
485,Ismail Mahdi,Ismail,Mahdi,20,275,13.8,89,1
489,Prince Strachan,Prince,Strachan,12,274,22.8,74,2
490,Larry Stephens,Larry,Stephens,22,272,12.4,28,2
491,Julian Fleming,Julian,Fleming,26,270,10.4,37,0
491,Jordan Dingle,Jordan,Dingle,12,270,22.5,72,0
493,Munir McClain,Munir,McClain,15,269,17.9,49,2
493,Quali Conley,Quali,Conley,27,269,10,61,0
493,Austin Hence,Austin,Hence,25,269,10.8,32,3
493,Chuck Montgomery,Chuck,Montgomery,20,269,13.4,31,3
497,John Jackson,John,Jackson,35,267,7.6,33,0
497,Omar Cooper,Omar,Cooper,18,267,14.8,35,2
499,Cadarrius Thompson,Cadarrius,Thompson,25,266,10.6,37,3
499,Isaiah Alston,Isaiah,Alston,9,266,29.6,70,2
499,Fred Farrier,Fred,Farrier,18,266,14.8,67,1
502,Ahmarean Brown,Ahmarean,Brown,26,265,10.2,44,1
502,Jaden Greathouse,Jaden,Greathouse,18,265,14.7,48,5
504,Carnell Tate,Carnell,Tate,18,264,14.7,55,1
505,Andrew Erickson,Andrew,Erickson,20,263,13.1,52,1
505,Brashard Smith,Brashard,Smith,22,263,12,54,2
505,Dalton Carnes,Dalton,Carnes,20,263,13.1,41,1
508,Lake McRee,Lake,McRee,26,262,10.1,31,1
508,Jamaal Bell,Jamaal,Bell,32,262,8.2,77,1
510,John Gentry,John,Gentry,35,261,7.5,56,2
510,Jaron Glover,Jaron,Glover,14,261,18.6,33,0
510,Mikey Matthews,Mikey,Matthews,29,261,9,40,0
510,Baylin Brooks,Baylin,Brooks,15,261,17.4,37,1
514,Tauskie Dove,Tauskie,Dove,17,260,15.3,54,1
514,Anthony Landphere,Anthony,Landphere,29,260,9,21,3
514,Thomas Fidone,Thomas,Fidone,25,260,10.4,29,4
514,Malik Sherrod,Malik,Sherrod,44,260,5.9,29,1
514,Sahmir Hagans,Sahmir,Hagans,30,260,8.7,23,0
514,Daniel Jackson,Daniel,Jackson,16,260,16.3,39,2
520,Kody Epps,Kody,Epps,21,259,12.3,30,0
521,Chamon Metayer,Chamon,Metayer,23,258,11.2,35,5
521,Carlos Hernandez,Carlos,Hernandez,24,258,10.8,48,0
523,Justin Robinson,Justin,Robinson,21,257,12.2,30,0
524,Joshua Simon,Joshua,Simon,28,256,9.1,33,2
524,Jordan Brown,Jordan,Brown,22,256,11.6,46,1
526,Nico Ragaini,Nico,Ragaini,31,255,8.2,29,0
526,Ryan Davis,Ryan,Davis,21,255,12.1,41,1
526,Kyle Morlock,Kyle,Morlock,19,255,13.4,63,0
526,Terrance Carter,Terrance,Carter,28,255,9.1,35,3
526,Drae McCray,Drae,McCray,29,255,8.8,44,2
531,Kaelon Black,Kaelon,Black,27,254,9.4,34,4
531,Brandon Chatman,Brandon,Chatman,19,254,13.4,58,0
533,Luke Hasz,Luke,Hasz,16,253,15.8,59,3
534,Christian Fitzpatrick,Christian,Fitzpatrick,18,252,14,72,1
534,Jadon Jackson,Jadon,Jackson,19,252,13.3,40,2
534,Noah Short,Noah,Short,18,252,14,80,2
534,Nick Cenacle,Nick,Cenacle,23,252,11,52,1
538,Kahleil Jackson,Kahleil,Jackson,21,251,12,45,1
538,Cooper Mathers,Cooper,Mathers,21,251,12,39,1
540,O'Mega Blake,O'Mega,Blake,19,250,13.2,41,2
540,Adam Randall,Adam,Randall,22,250,11.4,34,0
542,Darryle Simmons,Darryle,Simmons,24,249,10.4,31,0
542,Darvon Hubbard,Darvon,Hubbard,27,249,9.2,37,0
542,Donovan Edwards,Donovan,Edwards,30,249,8.3,37,0
542,AJ Barner,AJ,Barner,22,249,11.3,22,1
542,Josiah Freeman,Josiah,Freeman,19,249,13.1,29,1
547,Max Wright,Max,Wright,19,247,13,51,1
547,Colby Bowman,Colby,Bowman,11,247,22.5,63,2
547,Keyon Lesane,Keyon,Lesane,28,247,8.8,38,0
547,Elijah Young,Elijah,Young,20,247,12.4,72,3
547,Jaylin Lucas,Jaylin,Lucas,34,247,7.3,44,2
552,Dee Wiggins,Dee,Wiggins,20,246,12.3,39,2
552,Warren Thompson,Warren,Thompson,19,246,12.9,33,2
552,Dante Cephas,Dante,Cephas,22,246,11.2,26,2
552,Jawhar Jordan,Jawhar,Jordan,21,246,11.7,75,1
556,Alec Holler,Alec,Holler,24,244,10.2,38,2
556,Will Shipley,Will,Shipley,31,244,7.9,36,2
556,Duane Thomas,Duane,Thomas,24,244,10.2,51,0
559,Ja'Khi Douglas,Ja'Khi,Douglas,14,243,17.4,62,0
559,Garrett Miller,Garrett,Miller,30,243,8.1,28,2
559,Will Kacmarek,Will,Kacmarek,22,243,11,36,2
562,Jimmy Calloway,Jimmy,Calloway,20,242,12.1,34,0
562,E.J. Smith,E.J.,Smith,33,242,7.3,53,0
562,Kyre Duplessis,Kyre,Duplessis,16,242,15.1,64,1
562,Bryce Damous,Bryce,Damous,24,242,10.1,42,3
566,Stefan Cobbs,Stefan,Cobbs,23,241,10.5,40,1
566,Brenen Thompson,Brenen,Thompson,7,241,34.4,63,2
568,Brevyn Spann-Ford,Brevyn,Spann-Ford,25,239,9.6,31,2
568,Kendall Karr,Kendall,Karr,23,239,10.4,32,5
568,JoJo Earle,JoJo,Earle,16,239,14.9,48,2
568,Benjamin Yurosek,Benjamin,Yurosek,16,239,14.9,32,1
568,Bhayshul Tuten,Bhayshul,Tuten,27,239,8.9,30,2
573,RJ Harvey,RJ,Harvey,19,238,12.5,50,2
574,Casey Reynolds,Casey,Reynolds,16,237,14.8,69,0
574,Jaylen Lloyd,Jaylen,Lloyd,6,237,39.5,73,3
576,Kyle Ford,Kyle,Ford,22,236,10.7,37,1
576,Montrell Johnson,Montrell,Johnson,30,236,7.9,19,1
578,Ryan O'Keefe,Ryan,O'Keefe,23,235,10.2,38,1
578,Jake Johnson,Jake,Johnson,24,235,9.8,28,4
578,DJ Thomas-Jones,DJ,Thomas-Jones,27,235,8.7,33,5
578,Jordin Parker,Jordin,Parker,6,235,39.2,63,3
582,Isaac Guerendo,Isaac,Guerendo,22,234,10.6,25,0
582,Javon Ivory,Javon,Ivory,20,234,11.7,39,1
582,Marcus Carroll,Marcus,Carroll,23,234,10.2,49,0
582,Jaylon Jackson,Jaylon,Jackson,24,234,9.8,68,2
582,Omarion Miller,Omarion,Miller,11,234,21.3,65,1
587,Craig Burt,Craig,Burt,28,233,8.3,32,3
588,MarShawn Lloyd,MarShawn,Lloyd,13,232,17.8,54,0
589,Jake Roberts,Jake,Roberts,23,231,10,37,1
590,Nakia Watson,Nakia,Watson,24,230,9.6,37,3
590,Jordan Smart,Jordan,Smart,19,230,12.1,59,1
590,Ian Strong,Ian,Strong,16,230,14.4,29,2
593,TreVeyon Henderson,TreVeyon,Henderson,19,229,12.1,65,0
594,Harrison Wallace,Harrison,Wallace,19,228,12,29,1
595,Trey Benson,Trey,Benson,20,227,11.4,80,1
595,Keagan Johnson,Keagan,Johnson,24,227,9.5,20,2
595,Torrance Burgess,Torrance,Burgess,17,227,13.4,51,0
598,Caleb Burton,Caleb,Burton,16,226,14.1,53,0
598,Xavier Guillory,Xavier,Guillory,21,226,10.8,47,1
600,Chris Hilton,Chris,Hilton,13,225,17.3,47,2
601,Dont'e Thornton,Dont'e,Thornton,13,224,17.2,47,1
601,Josh Cameron,Josh,Cameron,21,224,10.7,24,0
603,Troy Omeire,Troy,Omeire,20,223,11.1,31,3
604,T.J. Jones,T.J.,Jones,15,222,14.8,72,2
604,Omarion Hampton,Omarion,Hampton,29,222,7.7,29,1
604,NyNy Davis,NyNy,Davis,28,222,7.9,51,2
604,Hal Presley,Hal,Presley,17,222,13.1,47,0
608,Frank Gore,Frank,Gore,27,221,8.2,33,3
608,Alex Bullock,Alex,Bullock,15,221,14.7,34,1
608,Elijah Smoot,Elijah,Smoot,11,221,20.1,42,2
611,Aaron Bedgood,Aaron,Bedgood,21,220,10.5,29,2
611,Ron Cook,Ron,Cook,29,220,7.6,26,1
611,Abdul-Fatai Ibrahim,Abdul-Fatai,Ibrahim,20,220,11,33,2
614,Bentley Hanshaw,Bentley,Hanshaw,18,219,12.2,24,6
614,Peny Boone,Peny,Boone,15,219,14.6,47,1
614,Joseph Himon,Joseph,Himon,18,219,12.2,85,1
617,Bru McCoy,Bru,McCoy,17,217,12.8,55,1
617,Devin Neal,Devin,Neal,25,217,8.7,59,1
617,Bryce Childress,Bryce,Childress,11,217,19.7,75,1
620,Keelan Marion,Keelan,Marion,20,216,10.8,37,0
621,Kaleb Brown,Kaleb,Brown,22,215,9.8,31,1
621,Randy Pittman,Randy,Pittman,19,215,11.3,39,1
621,Cade Conley,Cade,Conley,23,215,9.3,27,1
624,Geordon Porter,Geordon,Porter,22,213,9.7,28,1
624,Rasheen Ali,Rasheen,Ali,28,213,7.6,65,1
624,Ahmarian Granger,Ahmarian,Granger,15,213,14.2,40,1
627,Dacari Collins,Dacari,Collins,14,212,15.1,38,2
628,Tyler Foster,Tyler,Foster,20,211,10.6,50,0
629,LeQuint Allen,LeQuint,Allen,38,210,5.5,26,1
630,Malique Dieudonne,Malique,Dieudonne,21,209,10,39,0
630,Javon Antonio,Javon,Antonio,17,209,12.3,43,2
630,Octavian Smith,Octavian,Smith,22,209,9.5,31,1
633,Devin Culp,Devin,Culp,16,208,13,30,2
633,Monroe Young,Monroe,Young,19,208,10.9,34,1
633,Bradley Rozner,Bradley,Rozner,18,208,11.6,21,2
633,Broc Lane,Broc,Lane,21,208,9.9,27,1
633,Bryce Kennon,Bryce,Kennon,16,208,13,36,1
633,Antonio Williams,Antonio,Williams,21,208,9.9,33,2
639,Nolan Quinlan,Nolan,Quinlan,17,207,12.2,41,1
639,Melquan Stovall,Melquan,Stovall,18,207,11.5,34,0
639,Parker Kingston,Parker,Kingston,19,207,10.9,42,1
642,Larry McCammon,Larry,McCammon,25,205,8.2,55,0
642,Samario Rudolph,Samario,Rudolph,25,205,8.2,18,1
642,Carsen Ryan,Carsen,Ryan,13,205,15.8,45,3
642,Reagan Ealy,Reagan,Ealy,19,205,10.8,33,1
646,Quincy Skinner,Quincy,Skinner,20,204,10.2,34,3
646,Semaj Morgan,Semaj,Morgan,22,204,9.3,35,2
648,Tip Reiman,Tip,Reiman,19,203,10.7,42,3
648,Sione Vaki,Sione,Vaki,11,203,18.5,53,3
648,Kordell David,Kordell,David,20,203,10.1,24,1
651,Kenan Christon,Kenan,Christon,29,201,6.9,16,1
651,Kimani Vidal,Kimani,Vidal,18,201,11.2,44,1
651,EJ Horton,EJ,Horton,10,201,20.1,45,1
651,Dominic Dutton,Dominic,Dutton,9,201,22.3,58,4
655,Braydon Bennett,Braydon,Bennett,23,200,8.7,63,0
655,Braylen Walker,Braylen,Walker,13,200,15.4,36,2
655,Star Thomas,Star,Thomas,22,200,9.1,21,2
658,George Holani,George,Holani,17,199,11.7,45,0
658,Jaedon Wilson,Jaedon,Wilson,15,199,13.3,65,2
658,Mudia Reuben,Mudia,Reuben,15,199,13.3,38,0
658,Dawson Pendergrass,Dawson,Pendergrass,26,199,7.7,26,2
662,Kairee Robinson,Kairee,Robinson,17,198,11.6,63,2
662,De'Zhaun Stribling,De'Zhaun,Stribling,14,198,14.1,30,1
664,Davis Patterson,Davis,Patterson,16,197,12.3,28,0
664,Daijun Edwards,Daijun,Edwards,20,197,9.9,28,0
664,Tyler Morris,Tyler,Morris,13,197,15.2,38,1
664,Major Everhart,Major,Everhart,20,197,9.9,22,0
664,Brett Norfleet,Brett,Norfleet,18,197,10.9,27,3
669,Austin Stogner,Austin,Stogner,17,196,11.5,35,1
669,Patrick Herbert,Patrick,Herbert,15,196,13.1,49,3
669,Jaydn Ott,Jaydn,Ott,26,196,7.5,48,2
669,Michael Pettway,Michael,Pettway,17,196,11.5,37,1
669,Max Klare,Max,Klare,22,196,8.9,27,0
674,Trevor Wilson,Trevor,Wilson,11,195,17.7,58,2
674,Adam Jones,Adam,Jones,11,195,17.7,55,1
674,Tyrell Henry,Tyrell,Henry,24,195,8.1,28,3
674,Nyck Harbor,Nyck,Harbor,12,195,16.3,45,1
674,Terrell Timmons,Terrell,Timmons,11,195,17.7,47,0
679,Josh Williams,Josh,Williams,14,194,13.9,45,1
679,Jonah Panoke,Jonah,Panoke,20,194,9.7,24,1
679,Duece Jones,Duece,Jones,8,194,24.3,78,1
679,K.D. Hutchinson,K.D.,Hutchinson,20,194,9.7,45,2
679,Chas Nimrod,Chas,Nimrod,19,194,10.2,39,1
684,Bryce Farrell,Bryce,Farrell,22,192,8.7,26,1
684,Gunnar Helm,Gunnar,Helm,14,192,13.7,31,2
684,Addison Ostrenga,Addison,Ostrenga,31,192,6.2,19,2
687,Jacob Warren,Jacob,Warren,16,191,11.9,34,4
687,Cody Schrader,Cody,Schrader,22,191,8.7,43,0
687,Tyrin Smith,Tyrin,Smith,19,191,10.1,24,1
690,Trent Pennix,Trent,Pennix,15,190,12.7,62,3
690,Dillon Johnson,Dillon,Johnson,24,190,7.9,20,0
690,Dallas Payne,Dallas,Payne,18,190,10.6,31,0
693,Kyron Hudson,Kyron,Hudson,17,189,11.1,33,2
693,Charles Robertson,Charles,Robertson,17,189,11.1,43,0
695,Alex Adams,Alex,Adams,22,188,8.5,29,2
695,Jaden Williams,Jaden,Williams,12,188,15.7,47,1
695,Simeon Evans,Simeon,Evans,22,188,8.5,19,0
695,Justin Holmes,Justin,Holmes,20,188,9.4,41,0
699,Dylan Wright,Dylan,Wright,11,187,17,36,2
699,Keanu Hill,Keanu,Hill,12,187,15.6,50,1
699,CJ Dippre,CJ,Dippre,11,187,17,45,0
702,Lawrance Toafili,Lawrance,Toafili,21,186,8.9,41,1
703,Greg Desrosiers,Greg,Desrosiers,15,185,12.3,40,2
704,Emani Bailey,Emani,Bailey,25,184,7.4,24,1
704,RJ Garcia,RJ,Garcia,14,184,13.1,44,1
704,Alred Luke,Alred,Luke,16,184,11.5,36,1
707,Jaylon Barden,Jaylon,Barden,16,183,11.4,43,1
708,Yusuf Terry,Yusuf,Terry,10,182,18.2,50,1
709,Dan Villari,Dan,Villari,20,180,9,37,3
709,Devin Mockobee,Devin,Mockobee,19,180,9.5,38,1
709,Nik McMillan,Nik,McMillan,13,180,13.8,33,1
712,Keleki Latu,Keleki,Latu,14,179,12.8,30,0
712,Cade Harris,Cade,Harris,5,179,35.8,65,1
714,Josiah Norwood,Josiah,Norwood,12,178,14.8,81,2
714,Xavier Johnson,Xavier,Johnson,13,178,13.7,40,0
714,Christion Carter,Christion,Carter,12,178,14.8,33,2
714,Mason Tharp,Mason,Tharp,18,178,9.9,28,4
714,Brandon Engel,Brandon,Engel,10,178,17.8,39,0
719,Marcus Washington,Marcus,Washington,8,176,22,56,0
719,Holden Staes,Holden,Staes,15,176,11.7,40,4
719,Kobe Pace,Kobe,Pace,19,176,9.3,75,3
722,Austin Bolt,Austin,Bolt,6,175,29.2,57,2
722,Karter Johnson,Karter,Johnson,12,175,14.6,50,2
722,Dylan Sampson,Dylan,Sampson,17,175,10.3,37,1
725,Ryan Rivera,Ryan,Rivera,13,174,13.4,21,0
725,Ty Son,Ty,Son,19,174,9.2,20,1
727,Keaton Upshaw,Keaton,Upshaw,16,173,10.8,27,2
728,Trevor Etienne,Trevor,Etienne,21,172,8.2,41,1
729,Easton Dean,Easton,Dean,16,171,10.7,66,3
729,Mason Pierce,Mason,Pierce,16,171,10.7,23,0
731,Julian Gray,Julian,Gray,16,170,10.6,64,1
731,Ty Washington,Ty,Washington,11,170,15.5,34,2
733,Christian Wells,Christian,Wells,11,169,15.4,68,1
733,Drew Donley,Drew,Donley,11,169,15.4,42,1
735,Isaiah Horton,Isaiah,Horton,13,168,12.9,52,1
735,Ethan Conner,Ethan,Conner,16,168,10.5,19,4
737,Jo'Quavious Marks,Jo'Quavious,Marks,23,167,7.3,32,2
737,Kevin Davis,Kevin,Davis,15,167,11.1,46,1
737,Peyton Higgins,Peyton,Higgins,12,167,13.9,32,0
740,Josiah Johnson,Josiah,Johnson,22,166,7.5,29,1
740,Porter Rooks,Porter,Rooks,13,166,12.8,26,0
740,Gavin Blackwell,Gavin,Blackwell,9,166,18.4,47,0
740,Landen King,Landen,King,14,166,11.9,28,3
740,Isaiah Jones,Isaiah,Jones,9,166,18.4,44,2
740,Jeremiah Franklin,Jeremiah,Franklin,12,166,13.8,30,1
740,Kaleb Webb,Kaleb,Webb,16,166,10.4,28,1
740,Rocky Beers,Rocky,Beers,18,166,9.2,32,1
748,Lincoln Sefcik,Lincoln,Sefcik,17,165,9.7,24,1
749,Edward Saydee,Edward,Saydee,18,164,9.1,17,2
749,Kobie Campbell,Kobie,Campbell,11,164,14.9,70,1
749,Ryan Marquez,Ryan,Marquez,12,164,13.7,44,1
749,Josh Cuevas,Josh,Cuevas,4,164,41,57,1
749,Willie McCoy,Willie,McCoy,18,164,9.1,20,2
754,Isaiah Hamilton,Isaiah,Hamilton,15,163,10.9,39,1
754,Marquez Cooper,Marquez,Cooper,18,163,9.1,26,0
754,Kam Brown,Kam,Brown,13,163,12.5,67,1
754,Carson Steele,Carson,Steele,17,163,9.6,19,2
754,Finn Hogan,Finn,Hogan,11,163,14.8,50,1
759,Malik Benson,Malik,Benson,13,162,12.5,33,1
760,Griffin Moore,Griffin,Moore,12,161,13.4,46,1
760,Ja'Quez Cross,Ja'Quez,Cross,24,161,6.7,18,0
760,Dane Pardridge,Dane,Pardridge,11,161,14.6,44,1
760,Jalen Buckley,Jalen,Buckley,18,161,8.9,49,0
760,Marlion Jackson,Marlion,Jackson,12,161,13.4,30,0
765,Cameron Hite,Cameron,Hite,13,160,12.3,69,2
765,Preston Howard,Preston,Howard,13,160,12.3,33,1
767,Sieh Bangura,Sieh,Bangura,18,159,8.8,29,1
767,Weston Wolff,Weston,Wolff,16,159,9.9,32,0
767,Elijah Sohn,Elijah,Sohn,15,159,10.6,28,2
770,Kamari Morales,Kamari,Morales,11,158,14.4,55,0
771,Jeremy Tate,Jeremy,Tate,11,157,14.3,40,2
771,Matt Lauter,Matt,Lauter,9,157,17.4,59,3
771,Jaedn Skeete,Jaedn,Skeete,12,157,13.1,34,1
774,Kelley Joiner,Kelley,Joiner,12,156,13,62,2
774,Josiah Miamen,Josiah,Miamen,14,156,11.1,38,0
774,Dylan Leonard,Dylan,Leonard,14,156,11.1,29,1
774,CJ Baxter,CJ,Baxter,24,156,6.5,31,0
778,Mekhi Mews,Mekhi,Mews,13,155,11.9,54,1
779,Jimmy Valsin,Jimmy,Valsin,11,154,14,33,2
779,Garrett Oakley,Garrett,Oakley,11,154,14,28,2
781,Arian Smith,Arian,Smith,8,153,19.1,51,2
781,Mario Anderson,Mario,Anderson,22,153,7,20,1
783,Dominic Richardson,Dominic,Richardson,21,152,7.2,18,1
783,Shawn Harris,Shawn,Harris,16,152,9.5,24,0
783,Sutton Smith,Sutton,Smith,18,152,8.4,48,2
786,CJ Beasley,CJ,Beasley,15,151,10.1,26,0
786,Jamal Haynes,Jamal,Haynes,20,151,7.6,46,1
786,Jalen Johnson,Jalen,Johnson,17,151,8.9,24,1
789,Joey Gatewood,Joey,Gatewood,9,150,16.7,34,3
789,TJ Banks,TJ,Banks,19,150,7.9,21,1
789,P.J. Wells,P.J.,Wells,12,150,12.5,29,0
789,Seth Anderson,Seth,Anderson,11,150,13.6,36,1
789,Hayden Hansen,Hayden,Hansen,12,150,12.5,38,2
794,John Adams,John,Adams,15,149,9.9,31,2
794,Freddie Roberson,Freddie,Roberson,11,149,13.5,36,1
794,Quinshon Judkins,Quinshon,Judkins,22,149,6.8,25,2
794,Blake Daniels,Blake,Daniels,13,149,11.5,37,0
798,Hudson Habermehl,Hudson,Habermehl,9,148,16.4,45,3
798,Davion Ervin-Poindexter,Davion,Ervin-Poindexter,21,148,7,18,1
798,Mekhi Miller,Mekhi,Miller,11,148,13.5,31,1
798,Jalen Hale,Jalen,Hale,5,148,29.6,51,1
798,C.J. Williams,C.J.,Williams,15,148,9.9,20,0
803,Jax Sherrard,Jax,Sherrard,12,147,12.3,44,1
803,Nicky Dalmolin,Nicky,Dalmolin,15,147,9.8,21,0
803,Gavin Williams,Gavin,Williams,24,147,6.1,18,0
803,Ahmon Green,Ahmon,Green,19,147,7.7,29,4
803,Jacoby Jones,Jacoby,Jones,8,147,18.4,42,0
808,Michael Jackson,Michael,Jackson,17,146,8.6,16,1
808,Jack Bech,Jack,Bech,12,146,12.2,34,0
810,Jayden Umbarger,Jayden,Umbarger,14,145,10.4,22,1
810,Reese Clark,Reese,Clark,18,145,8.1,28,1
810,Moussa Barry,Moussa,Barry,9,145,16.1,51,1
813,Shane Hooks,Shane,Hooks,10,144,14.4,32,2
813,La'Damian Webb,La'Damian,Webb,24,144,6,19,1
813,Jaiden Credle,Jaiden,Credle,24,144,6,17,1
813,Bobby Golden,Bobby,Golden,17,144,8.5,22,0
817,Talik Keaton,Talik,Keaton,14,143,10.2,25,0
817,Rweha Munyagi,Rweha,Munyagi,7,143,20.4,37,1
817,Jacquez Stuart,Jacquez,Stuart,12,143,11.9,59,1
820,Chris Carter,Chris,Carter,13,142,10.9,26,2
820,Audric Estime,Audric,Estime,17,142,8.4,22,0
820,Ja'Cyais Credle,Ja'Cyais,Credle,14,142,10.1,41,0
820,TJ Harden,TJ,Harden,19,142,7.5,25,1
820,Jayden Dixon-Veal,Jayden,Dixon-Veal,16,142,8.9,29,1
825,Devin Maddox,Devin,Maddox,17,141,8.3,47,1
825,Jaylen Wright,Jaylen,Wright,22,141,6.4,20,0
825,Sackett Wood,Sackett,Wood,9,141,15.7,28,0
825,Nate Kurisky,Nate,Kurisky,18,141,7.8,23,2
825,Braylon McReynolds,Braylon,McReynolds,18,141,7.8,26,0
830,Dimitri Stanley,Dimitri,Stanley,15,139,9.3,32,0
830,Jordan Waters,Jordan,Waters,9,139,15.4,46,0
830,Malachi Coleman,Malachi,Coleman,8,139,17.4,44,1
830,Bryce Pierre,Bryce,Pierre,17,139,8.2,20,0
834,Jaden Dottin,Jaden,Dottin,12,138,11.5,23,1
834,Clayton Ollendieck,Clayton,Ollendieck,11,138,12.5,30,2
836,Jase McClellan,Jase,McClellan,15,137,9.1,42,0
836,Benji Gosnell,Benji,Gosnell,12,137,11.4,23,1
836,Jhari Patterson,Jhari,Patterson,20,137,6.8,30,0
839,Kentron Poitier,Kentron,Poitier,6,136,22.7,55,0
839,Markeston Douglas,Markeston,Douglas,11,136,12.4,42,2
839,Johntay Cook,Johntay,Cook,8,136,17,51,0
842,Jadon Thompson,Jadon,Thompson,12,135,11.3,37,1
842,Jaydon Blue,Jaydon,Blue,14,135,9.6,19,1
842,Tychaun Chapman,Tychaun,Chapman,7,135,19.3,45,1
842,Kendrick Law,Kendrick,Law,15,135,9,34,0
846,Miles Marshall,Miles,Marshall,9,134,14.9,38,0
846,Diante Vines,Diante,Vines,12,134,11.2,36,1
848,Isaac Jernagin,Isaac,Jernagin,13,133,10.2,42,2
848,Caleb Douglas,Caleb,Douglas,11,133,12.1,34,1
848,Giovanni Sanders,Giovanni,Sanders,15,133,8.9,23,0
848,Sedrick Alexander,Sedrick,Alexander,18,133,7.4,21,0
852,Tyrone Tracy,Tyrone,Tracy,19,132,6.9,52,0
852,Jordan James,Jordan,James,15,132,8.8,30,1
852,Chase Curtis,Chase,Curtis,15,132,8.8,36,1
852,Emari White,Emari,White,8,132,16.5,54,0
852,Camryn Edwards,Camryn,Edwards,15,132,8.8,26,1
857,Luke Lachey,Luke,Lachey,10,131,13.1,35,0
857,Justin Ball,Justin,Ball,15,131,8.7,27,1
857,Braelon Allen,Braelon,Allen,28,131,4.7,24,0
860,Liam Clifford,Liam,Clifford,13,130,10,33,0
