RK,Name,First Name,Last name,REC,YDS,AVG,LNG,TD
860,Chandler Pittman,Chandler,Pittman,16,130,8.1,31,0
862,Treshaun Ward,Treshaun,Ward,17,129,7.6,33,2
862,Emmanual Stevenson,Emmanual,Stevenson,18,129,7.2,17,2
862,Miller McCrumby,Miller,McCrumby,14,129,9.2,21,0
862,Isaiah Sategna,Isaiah,Sategna,15,129,8.6,35,2
866,Landon Parker,Landon,Parker,8,128,16,29,1
867,Darion Williamson,Darion,Williamson,9,127,14.1,26,1
868,Sterling Galban,Sterling,Galban,11,126,11.5,23,1
868,Kenny Tracy,Kenny,Tracy,10,126,12.6,39,1
868,Dane Kinamon,Dane,Kinamon,5,126,25.2,94,2
868,Frank Peasant,Frank,Peasant,16,126,7.9,30,0
868,Damien Martinez,Damien,Martinez,11,126,11.5,25,0
873,Hayden Rucci,Hayden,Rucci,11,125,11.4,45,0
873,Josh Henderson,Josh,Henderson,10,125,12.5,22,1
873,Javonte Sherman,Javonte,Sherman,19,125,6.6,17,0
873,Jalen Walthall,Jalen,Walthall,10,125,12.5,38,1
873,Jahiem White,Jahiem,White,5,125,25,75,2
878,Dominic Gicinto,Dominic,Gicinto,7,124,17.7,43,1
878,Tar'Varish Dawson,Tar'Varish,Dawson,14,124,8.9,30,1
878,Phillippe Wesley,Phillippe,Wesley,11,124,11.3,17,0
878,OJ Arnold,OJ,Arnold,11,124,11.3,44,0
878,Jake Newell,Jake,Newell,13,124,9.5,29,1
883,Luke Doty,Luke,Doty,13,123,9.5,36,1
883,Jaden Nixon,Jaden,Nixon,12,123,10.3,60,1
885,Abdul Janneh,Abdul,Janneh,6,122,20.3,33,2
885,Braylin Presley,Braylin,Presley,11,122,11.1,32,0
885,Kenny Johnson,Kenny,Johnson,15,122,8.1,34,1
888,Johnny Langan,Johnny,Langan,14,121,8.6,30,0
888,Tsion Nunnally,Tsion,Nunnally,3,121,40.3,72,1
888,Cam Porter,Cam,Porter,21,121,5.8,17,1
891,Eddie Lewis,Eddie,Lewis,9,120,13.3,46,0
891,Devin Price,Devin,Price,7,120,17.1,34,1
891,Elijah Gilliam,Elijah,Gilliam,11,120,10.9,32,1
894,Shane Calhoun,Shane,Calhoun,15,119,7.9,17,2
894,Ashton Hollins,Ashton,Hollins,9,119,13.2,30,0
894,Thomaz Whitford,Thomaz,Whitford,11,119,10.8,20,2
894,Matthew Coleman,Matthew,Coleman,12,119,9.9,29,0
898,Blue Smith,Blue,Smith,10,118,11.8,21,1
898,Kay'Ron Lynch-Adams,Kay'Ron,Lynch-Adams,20,118,5.9,21,0
898,Jarquez Hunter,Jarquez,Hunter,18,118,6.6,47,0
901,Dakereon Joyner,Dakereon,Joyner,21,117,5.6,27,0
901,Blake Corum,Blake,Corum,16,117,7.3,27,1
901,Konner Fox,Konner,Fox,10,117,11.7,41,1
901,Bryce Bohanon,Bryce,Bohanon,9,117,13,22,0
901,Ethan Payne,Ethan,Payne,16,117,7.3,35,0
906,Marshall Lang,Marshall,Lang,11,116,10.5,25,0
906,Jackson McDonald,Jackson,McDonald,11,116,10.5,23,0
906,C.J. Smith,C.J.,Smith,6,116,19.3,47,0
906,Kaden Feagin,Kaden,Feagin,9,116,12.9,54,1
910,Malcolm Epps,Malcolm,Epps,9,115,12.8,36,0
910,Payten Singletary,Payten,Singletary,12,115,9.6,32,2
910,Carson Hansen,Carson,Hansen,11,115,10.5,35,0
910,Martin Blake,Martin,Blake,10,115,11.5,33,0
910,Luke McGary,Luke,McGary,9,115,12.8,24,3
910,Robert Henry,Robert,Henry,19,115,6.1,14,0
916,Baylor Cupp,Baylor,Cupp,11,114,10.4,19,2
916,Evan Prater,Evan,Prater,12,114,9.5,22,0
916,Cayden Lee,Cayden,Lee,5,114,22.8,51,2
919,Riley Smith,Riley,Smith,11,113,10.3,32,1
919,Riley Sharp,Riley,Sharp,7,113,16.1,28,2
919,Malachai Jones,Malachai,Jones,9,113,12.6,31,1
919,Joshua Nicholson,Joshua,Nicholson,13,113,8.7,21,1
919,Jeremiah Noga,Jeremiah,Noga,8,113,14.1,31,1
919,Kanye Roberts,Kanye,Roberts,14,113,8.1,18,0
925,Thomas Gordon,Thomas,Gordon,13,112,8.6,18,1
925,Trey Cooley,Trey,Cooley,11,112,10.2,55,1
925,Myles Bailey,Myles,Bailey,14,112,8,23,0
925,Nate Jones,Nate,Jones,13,112,8.6,33,0
929,Ty Robinson,Ty,Robinson,6,111,18.5,27,1
930,Luke Wysong,Luke,Wysong,7,110,15.7,41,1
930,Jonah Burton,Jonah,Burton,9,110,12.2,27,0
932,Ryan Cragun,Ryan,Cragun,11,109,9.9,27,0
932,Tyrone Broden,Tyrone,Broden,15,109,7.3,19,3
932,Rueben Owens,Rueben,Owens,12,109,9.1,26,0
935,Jackson Acker,Jackson,Acker,19,108,5.7,26,1
935,Phil Mafah,Phil,Mafah,21,108,5.1,19,0
935,Michael Hetzel,Michael,Hetzel,12,108,9,22,1
935,Josh Kattus,Josh,Kattus,8,108,13.5,28,2
935,Kye Robichaux,Kye,Robichaux,15,108,7.2,45,0
935,Chase Hendricks,Chase,Hendricks,11,108,9.8,20,0
941,Perris Jones,Perris,Jones,6,107,17.8,60,0
941,Jared Casey,Jared,Casey,9,107,11.9,24,2
943,C'Bo Flemister,C'Bo,Flemister,8,106,13.3,61,1
943,Isaah Crocker,Isaah,Crocker,4,106,26.5,55,1
943,Giles Jackson,Giles,Jackson,14,106,7.6,26,1
943,Kentrel Bullock,Kentrel,Bullock,15,106,7.1,30,1
943,Alex Brown,Alex,Brown,8,106,13.3,28,0
943,Wyatt Wilson,Wyatt,Wilson,5,106,21.2,38,0
943,Landon Sims,Landon,Sims,14,106,7.6,21,0
943,Iverson Hooks,Iverson,Hooks,10,106,10.6,20,2
951,Chase Lane,Chase,Lane,7,105,15,48,1
951,Blake Nowell,Blake,Nowell,11,105,9.5,20,1
951,Camden Brown,Camden,Brown,10,105,10.5,15,0
951,Juju McDowell,Juju,McDowell,11,105,9.5,27,1
955,Tyson Mobley,Tyson,Mobley,7,104,14.9,33,0
955,BJ Alexander,BJ,Alexander,10,104,10.4,23,1
957,Logan Kyle,Logan,Kyle,11,103,9.4,28,0
957,Brandon Buckhaulter,Brandon,Buckhaulter,5,103,20.6,75,1
957,Austin Jones,Austin,Jones,13,103,7.9,24,1
957,Nathan Carter,Nathan,Carter,22,103,4.7,21,0
957,Jordyn Bailey,Jordyn,Bailey,5,103,20.6,34,1
957,Cameron Zeidler,Cameron,Zeidler,10,103,10.3,21,1
963,Blaine Green,Blaine,Green,13,102,7.8,24,0
963,Creed Whittemore,Creed,Whittemore,11,102,9.3,33,2
963,Amari Daniels,Amari,Daniels,14,102,7.3,34,0
963,David Amador,David,Amador,11,102,9.3,25,1
963,Donerio Davenport,Donerio,Davenport,11,102,9.3,27,2
968,Sean Shaw,Sean,Shaw,12,101,8.4,14,0
968,Brian Hightower,Brian,Hightower,10,101,10.1,20,0
968,Brett Seither,Brett,Seither,7,101,14.4,35,4
968,Houston Thomas,Houston,Thomas,9,101,11.2,26,0
968,Tobi Olawole,Tobi,Olawole,7,101,14.4,43,0
973,Juma Otoviano,Juma,Otoviano,12,100,8.3,35,0
973,Kobe Lewis,Kobe,Lewis,18,100,5.6,22,0
973,Vincent Davis,Vincent,Davis,11,100,9.1,27,1
973,Nick Rempert,Nick,Rempert,9,100,11.1,40,1
973,Barry Jackson,Barry,Jackson,4,100,25,65,1
978,Thomas Pannunzio,Thomas,Pannunzio,12,99,8.3,49,1
978,David Larkins,David,Larkins,13,99,7.6,23,3
978,Vinny Anthony,Vinny,Anthony,10,99,9.9,35,0
978,Kamrean Johnson,Kamrean,Johnson,10,99,9.9,17,2
982,Izayah Cummings,Izayah,Cummings,4,98,24.5,55,0
982,Antonio Harmon,Antonio,Harmon,14,98,7,21,1
982,Marcus Burke,Marcus,Burke,6,98,16.3,37,0
982,JR Wilson,JR,Wilson,10,98,9.8,32,0
982,Lee Beebe,Lee,Beebe,14,98,7,26,0
982,Tim Grear,Tim,Grear,8,98,12.3,31,1
982,Donovan Faupel,Donovan,Faupel,8,98,12.3,17,0
982,Adam Moore,Adam,Moore,6,98,16.3,52,0
990,Marcus Bellon,Marcus,Bellon,10,97,9.7,20,0
990,Kevin Green,Kevin,Green,8,97,12.1,26,0
990,Andy Jean,Andy,Jean,6,97,16.2,32,0
990,Caleb Rillos,Caleb,Rillos,8,97,12.1,35,0
990,Jacob Fields,Jacob,Fields,12,97,8.1,20,0
990,Alex Tecza,Alex,Tecza,16,97,6.1,16,0
996,Steven Stilianos,Steven,Stilianos,8,96,12,37,0
996,Cole Cavallo,Cole,Cavallo,9,96,10.7,17,0
996,Kendrick Raphael,Kendrick,Raphael,10,96,9.6,21,0
996,Anwar Lewis,Anwar,Lewis,11,96,8.7,19,0
1000,Stacy Sneed,Stacy,Sneed,13,95,7.3,58,1
1000,Rayshon Luke,Rayshon,Luke,4,95,23.8,66,0
1000,Gavin Freeman,Gavin,Freeman,19,95,5,13,1
1003,Mike O'Laughlin,Mike,O'Laughlin,12,94,7.8,18,0
1003,Dontae Fleming,Dontae,Fleming,6,94,15.7,39,0
1003,Jack Bradley,Jack,Bradley,8,94,11.8,41,1
1003,Gavin Sawchuk,Gavin,Sawchuk,14,94,6.7,20,0
1003,Omari Evans,Omari,Evans,4,94,23.5,60,1
1003,Suderian Harrison,Suderian,Harrison,9,94,10.4,23,0
1009,Drake Anderson,Drake,Anderson,17,93,5.5,15,1
1009,Jamarye Joiner,Jamarye,Joiner,10,93,9.3,22,0
1009,Mershawn Rice,Mershawn,Rice,4,93,23.3,43,0
1009,Ja'Kobi Lane,Ja'Kobi,Lane,7,93,13.3,31,2
1013,Dontae Smith,Dontae,Smith,10,92,9.2,32,1
1013,Malachi Holt-Bennett,Malachi,Holt-Bennett,5,92,18.4,37,1
1013,Cash Jones,Cash,Jones,11,92,8.4,27,1
1013,Darius Taylor,Darius,Taylor,11,92,8.4,25,0
1013,Chuuky Hines,Chuuky,Hines,9,92,10.2,19,1
1018,Ryan Montgomery,Ryan,Montgomery,11,91,8.3,25,2
1018,Marcus Sanders,Marcus,Sanders,6,91,15.2,30,1
1018,Jeffery Pittman,Jeffery,Pittman,13,91,7,29,2
1021,Armani Winfield,Armani,Winfield,7,90,12.9,29,0
1021,Malachi Riley,Malachi,Riley,4,90,22.5,40,0
1021,Tyquan Henderson,Tyquan,Henderson,9,90,10,18,1
1024,Samson Evans,Samson,Evans,12,89,7.4,17,0
1024,Thomas Yassmin,Thomas,Yassmin,8,89,11.1,41,1
1024,Brenden Bates,Brenden,Bates,4,89,22.3,33,0
1024,Oscar Adaway,Oscar,Adaway,14,89,6.4,15,0
1024,Jaylan Knighton,Jaylan,Knighton,13,89,6.8,28,1
1024,Aaron Turner,Aaron,Turner,11,89,8.1,21,2
1024,Gamarion Carter,Gamarion,Carter,3,89,29.7,41,0
1024,Malcolm Johnson,Malcolm,Johnson,6,89,14.8,30,0
1024,Trace Bruckler,Trace,Bruckler,9,89,9.9,25,0
1033,Chris Autman-Bell,Chris,Autman-Bell,6,88,14.7,39,1
1033,Jehlani Galloway,Jehlani,Galloway,14,88,6.3,19,0
1033,Pearse Migl,Pearse,Migl,8,88,11,25,0
1033,Jere Getzinger,Jere,Getzinger,16,88,5.5,10,1
1033,Taji Hudson,Taji,Hudson,8,88,11,32,1
1033,Rico Barfield,Rico,Barfield,6,88,14.7,27,1
1033,Brody Dalton,Brody,Dalton,5,88,17.6,27,0
1033,Makai Lemon,Makai,Lemon,6,88,14.7,40,0
1033,Mitchel Collier,Mitchel,Collier,10,88,8.8,20,3
1042,Ulysses Bentley,Ulysses,Bentley,11,87,7.9,25,1
1042,Mavin Anderson,Mavin,Anderson,8,87,10.9,24,0
1042,Shaadie Clayton-Johnson,Shaadie,Clayton-Johnson,10,87,8.7,29,0
1042,Austin Henderson,Austin,Henderson,10,87,8.7,19,3
1042,Maurice Turner,Maurice,Turner,11,87,7.9,27,0
1042,Brock Lampe,Brock,Lampe,7,87,12.4,26,0
1042,Destyn Hill,Destyn,Hill,6,87,14.5,30,0
1049,Nate Noel,Nate,Noel,16,86,5.4,15,0
1049,Tucker Ashcraft,Tucker,Ashcraft,8,86,10.8,24,1
1049,Chris Dawn,Chris,Dawn,9,86,9.6,19,0
1049,Nathan Kent,Nathan,Kent,5,86,17.2,35,1
1053,Loic Fouonji,Loic,Fouonji,6,85,14.2,25,2
1053,Rashod Dubinion,Rashod,Dubinion,14,85,6.1,26,1
1055,Koby Duru,Koby,Duru,6,84,14,53,2
1055,Luke Benson,Luke,Benson,9,84,9.3,38,0
1055,Will Nixon,Will,Nixon,13,84,6.5,18,0
1055,Le'Veon Moss,Le'Veon,Moss,11,84,7.6,19,0
1055,Kylen Austin,Kylen,Austin,3,84,28,46,0
1055,Joshua Thompson,Joshua,Thompson,2,84,42,43,0
1061,Keshawn Wicks,Keshawn,Wicks,12,83,6.9,21,1
1061,Rodney Hill,Rodney,Hill,5,83,16.6,48,0
1061,Ay'Jaun Marshall,Ay'Jaun,Marshall,9,83,9.2,20,0
1061,Richie Hoskins,Richie,Hoskins,6,83,13.8,27,2
1065,Asa Martin,Asa,Martin,11,82,7.5,20,1
1065,Malik Jackson,Malik,Jackson,15,82,5.5,16,0
1065,Logan Diggs,Logan,Diggs,8,82,10.3,18,0
1065,Max Balthazar,Max,Balthazar,11,82,7.5,42,1
1065,Antonio Gates,Antonio,Gates,5,82,16.4,45,1
1065,Cameron Ball,Cameron,Ball,8,82,10.3,32,0
1065,CC Ezirim,CC,Ezirim,4,82,20.5,35,0
1072,Nathaniel Peat,Nathaniel,Peat,6,81,13.5,49,1
1072,Avery Boyd,Avery,Boyd,6,81,13.5,31,2
1072,Trey Walker,Trey,Walker,10,81,8.1,20,1
1072,Kaytron Allen,Kaytron,Allen,14,81,5.8,15,1
1072,Parker Jenkins,Parker,Jenkins,15,81,5.4,27,0
1072,Tawee Walker,Tawee,Walker,10,81,8.1,16,0
1072,Tyshawn Russell,Tyshawn,Russell,5,81,16.2,50,1
1072,Malcolm Gillie,Malcolm,Gillie,9,81,9,18,0
1080,Timothy Conerly,Timothy,Conerly,8,80,10,23,0
1080,Kelsey Johnson,Kelsey,Johnson,11,80,7.3,21,0
1080,Hykeem Williams,Hykeem,Williams,5,80,16,44,1
1080,Ayden Williams,Ayden,Williams,4,80,20,43,0
1080,Cooper Rusk,Cooper,Rusk,6,80,13.3,33,2
1085,Jacob Kibodi,Jacob,Kibodi,9,79,8.8,37,1
1085,Tony Mathis,Tony,Mathis,11,79,7.2,24,1
1085,Bradley Archer,Bradley,Archer,6,79,13.2,24,0
1085,Aidan Bitter,Aidan,Bitter,5,79,15.8,45,0
1085,Will Pelissier,Will,Pelissier,7,79,11.3,34,1
1085,Vann Schield,Vann,Schield,11,79,7.2,16,0
1091,Noah Whittington,Noah,Whittington,10,78,7.8,31,0
1091,Kyle Monangai,Kyle,Monangai,8,78,9.8,20,0
1091,Jake Clemons,Jake,Clemons,11,78,7.1,19,1
1091,Talyn Shettron,Talyn,Shettron,6,78,13,19,0
1091,DJ Rogers,DJ,Rogers,7,78,11.1,22,1
1091,Mason Williams,Mason,Williams,3,78,26,34,1
1097,Sean Dollars,Sean,Dollars,18,77,4.3,26,0
1097,Michel Dukes,Michel,Dukes,8,77,9.6,39,0
1097,Keegan Jones,Keegan,Jones,8,77,9.6,26,0
1097,Monte Watkins,Monte,Watkins,8,77,9.6,39,1
1097,Devin Voisin,Devin,Voisin,5,77,15.4,29,1
1097,Billy Riviere,Billy,Riviere,8,77,9.6,18,0
1097,Tyrell Robinson,Tyrell,Robinson,6,77,12.8,23,0
1097,Ron Wiggins,Ron,Wiggins,9,77,8.6,17,0
1097,Sam Scott,Sam,Scott,11,77,7,18,0
1097,Jeremiyah Love,Jeremiyah,Love,8,77,9.6,33,1
1097,Jordan Smith,Jordan,Smith,6,77,12.8,29,0
1108,Deshaun Fenwick,Deshaun,Fenwick,9,76,8.4,20,2
1108,Solo Vaipulu,Solo,Vaipulu,9,76,8.4,23,0
1110,Marcus Major,Marcus,Major,12,75,6.3,27,1
1110,Jonathan Odom,Jonathan,Odom,9,75,8.3,23,0
1110,Raheim Sanders,Raheim,Sanders,10,75,7.5,38,0
1110,Davis Dalton,Davis,Dalton,6,75,12.5,22,0
1110,Decorion Temple,Decorion,Temple,6,75,12.5,22,0
1115,Miller Gibbs,Miller,Gibbs,6,74,12.3,26,0
1115,Ife Adeyi,Ife,Adeyi,7,74,10.6,26,0
1115,Rodney Gallagher,Rodney,Gallagher,10,74,7.4,14,0
1115,George Burhenn,George,Burhenn,5,74,14.8,33,1
1119,British Brooks,British,Brooks,14,73,5.2,12,0
1119,Markese Stepp,Markese,Stepp,7,73,10.4,26,0
1119,Terrell McDonald,Terrell,McDonald,7,73,10.4,26,0
1119,Le'Meke Brockington,Le'Meke,Brockington,5,73,14.6,25,1
1119,Jam Miller,Jam,Miller,4,73,18.3,35,1
1119,Brandon Frazier,Brandon,Frazier,7,73,10.4,39,2
1119,Jordan Nabors,Jordan,Nabors,8,73,9.1,43,0
1119,Yamir Knight,Yamir,Knight,8,73,9.1,16,0
1127,Ali Jennings,Ali,Jennings,5,72,14.4,44,2
1127,Jacory Croskey-Merritt,Jacory,Croskey-Merritt,7,72,10.3,31,1
1127,Riley Williams,Riley,Williams,8,72,9,22,1
1127,Tybo Rogers,Tybo,Rogers,6,72,12,47,0
1131,Hunter Smith,Hunter,Smith,8,71,8.9,20,0
1131,John Humphreys,John,Humphreys,5,71,14.2,31,1
1131,Deion Hankins,Deion,Hankins,7,71,10.1,35,0
1131,Joshua Cobbs,Joshua,Cobbs,8,71,8.9,17,0
1131,Malik McClain,Malik,McClain,6,71,11.8,25,1
1131,Anthony Hankerson,Anthony,Hankerson,16,71,4.4,12,1
1131,Regis Velez,Regis,Velez,3,71,23.7,45,2
1131,Karsyn Pupunu,Karsyn,Pupunu,5,71,14.2,33,0
1131,Adrian Norton,Adrian,Norton,9,71,7.9,17,0
1140,Jaylan Franklin,Jaylan,Franklin,5,70,14,46,0
1140,Gee Scott,Gee,Scott,10,70,7,14,1
1140,Chance Morrow,Chance,Morrow,4,70,17.5,29,0
1140,Jaquaize Pettaway,Jaquaize,Pettaway,11,70,6.4,13,0
1144,Joshua Fleeks,Joshua,Fleeks,8,69,8.6,25,0
1144,Tahj Brooks,Tahj,Brooks,29,69,2.4,12,0
1144,Trevor Kardell,Trevor,Kardell,6,69,11.5,20,1
1144,Demie Sumo-Karngbaye,Demie,Sumo-Karngbaye,14,69,4.9,18,1
1144,Jalen White,Jalen,White,17,69,4.1,11,1
1144,Cameron Harpole,Cameron,Harpole,7,69,9.9,21,0
1144,Victor Rosa,Victor,Rosa,12,69,5.8,16,0
1151,Leshon Williams,Leshon,Williams,12,68,5.7,25,1
1151,Trent Battle,Trent,Battle,4,68,17,41,0
1151,L.T. Sanders,L.T.,Sanders,8,68,8.5,19,0
1154,Isaiah Essissima,Isaiah,Essissima,2,67,33.5,43,0
1154,Oronde Gadsden,Oronde,Gadsden,7,67,9.6,17,1
1154,Kaydin Pope,Kaydin,Pope,6,67,11.2,46,1
1154,Jaylon Glover,Jaylon,Glover,7,67,9.6,18,0
1154,Makhi Hughes,Makhi,Hughes,11,67,6.1,12,0
1154,Jackson Harris,Jackson,Harris,3,67,22.3,44,0
1160,Stephan Bracey,Stephan,Bracey,10,66,6.6,24,0
1160,Will Swanson,Will,Swanson,5,66,13.2,21,1
1160,Harrison Waylee,Harrison,Waylee,12,66,5.5,12,0
1160,Michael Allen,Michael,Allen,11,66,6,19,0
1160,Billy Dozier,Billy,Dozier,6,66,11,24,0
1160,Myles Walker,Myles,Walker,8,66,8.3,16,1
1160,Trent Walker,Trent,Walker,5,66,13.2,24,0
1160,Zeke Moore,Zeke,Moore,13,66,5.1,9,2
1168,Deion Smith,Deion,Smith,10,65,6.5,37,1
1168,Elijah Spencer,Elijah,Spencer,9,65,7.2,15,3
1168,Michael Trigg,Michael,Trigg,4,65,16.3,21,1
1168,Jadarian Price,Jadarian,Price,5,65,13,40,1
1168,Hank Beatty,Hank,Beatty,8,65,8.1,26,0
1168,Juice Vereen,Juice,Vereen,4,65,16.3,22,0
1174,George Takacs,George,Takacs,6,64,10.7,27,1
1174,Jaquez Moore,Jaquez,Moore,4,64,16,28,0
1174,Trech Kekahuna,Trech,Kekahuna,4,64,16,24,0
1177,Isaiah Jacobs,Isaiah,Jacobs,17,63,3.7,13,0
1178,Cam McCormick,Cam,McCormick,8,62,7.8,20,0
1178,Otto Tia,Otto,Tia,5,62,12.4,37,0
1178,Mark Fletcher,Mark,Fletcher,7,62,8.9,25,0
1178,Shane Johnson,Shane,Johnson,6,62,10.3,19,0
1178,Jai'Den Thomas,Jai'Den,Thomas,7,62,8.9,19,0
1178,Kyle Thomas,Kyle,Thomas,3,62,20.7,45,0
1184,Justice Ellison,Justice,Ellison,10,61,6.1,18,0
1184,Doug Emilien,Doug,Emilien,6,61,10.2,21,0
1184,Kevorian Barnes,Kevorian,Barnes,14,61,4.4,14,0
1184,Jayden Limar,Jayden,Limar,7,61,8.7,18,0
1184,Jaylen Jenkins,Jaylen,Jenkins,6,61,10.2,22,0
1189,Luke Bolden,Luke,Bolden,3,60,20,40,0
1189,Billy Lucas,Billy,Lucas,4,60,15,21,0
1189,Rodney Hammond,Rodney,Hammond,8,60,7.5,15,0
1189,Stevo Klotz,Stevo,Klotz,7,60,8.6,24,1
1189,Kyirin Heath,Kyirin,Heath,4,60,15,21,0
1189,Vandrevius Jacobs,Vandrevius,Jacobs,3,60,20,28,1
1189,Jonah Wilson,Jonah,Wilson,2,60,30,60,1
1189,Pearce Spurlin,Pearce,Spurlin,3,60,20,31,0
1189,Josh Sapp,Josh,Sapp,7,60,8.6,25,2
1189,Liam Fortner,Liam,Fortner,2,60,30,53,0
1189,Darrell Gill,Darrell,Gill,7,60,8.6,18,1
1200,Josh Lifson,Josh,Lifson,6,59,9.8,19,0
1200,Devontae Houston,Devontae,Houston,4,59,14.8,37,1
1200,Zach Fryar,Zach,Fryar,10,59,5.9,19,1
1200,Aaron Anderson,Aaron,Anderson,12,59,4.9,14,0
1200,CJ Donaldson,CJ,Donaldson,9,59,6.6,18,0
1200,Jamoni Jones,Jamoni,Jones,7,59,8.4,17,0
1200,Corri Milliner,Corri,Milliner,1,59,59,59,0
1200,Javoni Gardere,Javoni,Gardere,4,59,14.8,25,1
1208,John Emery,John,Emery,3,58,19.3,49,0
1208,Caziah Holmes,Caziah,Holmes,5,58,11.6,26,2
1208,LJ Johnson,LJ,Johnson,7,58,8.3,16,0
1208,Da'Wain Lofton,Da'Wain,Lofton,6,58,9.7,15,0
1208,Gi'Bran Payne,Gi'Bran,Payne,9,58,6.4,42,2
1208,Roydell Williams,Roydell,Williams,11,58,5.3,26,1
1208,Reggie Love,Reggie,Love,9,58,6.4,11,0
1208,DJ Riles,DJ,Riles,4,58,14.5,42,1
1208,Brandon Inniss,Brandon,Inniss,1,58,58,58,1
1208,Jaylon Griffin,Jaylon,Griffin,4,58,14.5,36,1
1208,Bud Tolbert,Bud,Tolbert,6,58,9.7,22,1
1219,Trey Potts,Trey,Potts,4,57,14.3,30,1
1219,Jaylen Coleman,Jaylen,Coleman,8,57,7.1,28,0
1219,Anthony Watkins,Anthony,Watkins,9,57,6.3,10,0
1219,Zahir Abdus-Salaam,Zahir,Abdus-Salaam,14,57,4.1,12,0
1219,Riley Nowakowski,Riley,Nowakowski,7,57,8.1,23,1
1219,Khalil Dinkins,Khalil,Dinkins,5,57,11.4,16,2
1225,Chris Mottillo,Chris,Mottillo,5,56,11.2,20,0
1225,Kevens Clercius,Kevens,Clercius,5,56,11.2,25,1
1225,Solo Lewis,Solo,Lewis,2,56,28,43,0
1225,Keilan Robinson,Keilan,Robinson,8,56,7,16,0
1225,Obie Sanni,Obie,Sanni,6,56,9.3,13,0
1225,Kaden Saunders,Kaden,Saunders,6,56,9.3,17,1
1225,Ayden Greene,Ayden,Greene,5,56,11.2,19,0
1232,Matt Alaimo,Matt,Alaimo,10,55,5.5,12,1
1232,Shaleak Knotts,Shaleak,Knotts,7,55,7.9,16,0
1232,Tre Bradford,Tre,Bradford,1,55,55,55,0
1232,Devon Tauaefa,Devon,Tauaefa,5,55,11,26,1
1232,Brennan Parachek,Brennan,Parachek,6,55,9.2,17,0
1232,Corey Thompson,Corey,Thompson,4,55,13.8,29,1
1238,JoVoni Johnson-McCray,JoVoni,Johnson-McCray,3,54,18,23,0
1238,Omarion Dollison,Omarion,Dollison,1,54,54,54,1
1238,Jordan Johnson,Jordan,Johnson,9,54,6,17,0
1238,Horatio Fields,Horatio,Fields,5,54,10.8,15,0
1238,Dawson Menegatti,Dawson,Menegatti,6,54,9,17,0
1238,Zach Ortwerth,Zach,Ortwerth,1,54,54,54,0
1238,Jaden Gibson,Jaden,Gibson,5,54,10.8,23,0
1238,Ja'shon Benjamin,Ja'shon,Benjamin,4,54,13.5,33,1
1246,Charlie Mangieri,Charlie,Mangieri,7,53,7.6,25,1
1246,Cameron Johnson,Cameron,Johnson,6,53,8.8,15,0
1246,Chip Trayanum,Chip,Trayanum,9,53,5.9,19,0
1246,James Bomba,James,Bomba,6,53,8.8,15,1
1246,Cam Davis,Cam,Davis,16,53,3.3,16,0
1246,Josh Meredith,Josh,Meredith,3,53,17.7,21,1
1246,Ja'Quinden Jackson,Ja'Quinden,Jackson,9,53,5.9,18,0
1246,Kaleb Jackson,Kaleb,Jackson,6,53,8.8,13,0
1246,Keldric Moody,Keldric,Moody,7,53,7.6,13,0
1255,Elijah Mojarro,Elijah,Mojarro,5,52,10.4,19,0
1255,Brian Battie,Brian,Battie,7,52,7.4,13,0
1255,Sage Ennis,Sage,Ennis,3,52,17.3,28,0
1255,Jermaine Terry,Jermaine,Terry,6,52,8.7,40,1
1255,Tyler Lavine,Tyler,Lavine,7,52,7.4,17,0
1255,Jeremiah Webb,Jeremiah,Webb,2,52,26,49,1
1255,Chris Carpenter,Chris,Carpenter,7,52,7.4,16,0
1255,Jordan Bly,Jordan,Bly,13,52,4,19,1
1255,Antario Brown,Antario,Brown,12,52,4.3,11,1
1255,Alex Broome,Alex,Broome,8,52,6.5,20,1
1255,Jeremiah Hasley,Jeremiah,Hasley,5,52,10.4,21,1
1255,Javious Bond,Javious,Bond,10,52,5.2,19,0
1255,Malik Elzy,Malik,Elzy,5,52,10.4,19,1
1255,Ayo Adeyi,Ayo,Adeyi,7,52,7.4,15,0
1255,Anton Hall,Anton,Hall,3,52,17.3,45,1
1255,Jaden Platt,Jaden,Platt,2,52,26,39,1
1255,Rahsul Faison,Rahsul,Faison,11,52,4.7,26,0
1272,Kalani Norris,Kalani,Norris,10,51,5.1,18,1
1272,Tyrese Chambers,Tyrese,Chambers,7,51,7.3,12,1
1272,Nate Boerkircher,Nate,Boerkircher,5,51,10.2,17,0
1272,Eli Raridon,Eli,Raridon,5,51,10.2,19,1
1272,Denzel Boston,Denzel,Boston,5,51,10.2,12,0
1272,Sean Sallis,Sean,Sallis,5,51,10.2,25,1
1272,Andrew Jacobs,Andrew,Jacobs,6,51,8.5,20,0
1272,Joquez Smith,Joquez,Smith,10,51,5.1,15,1
1272,Abu Sama,Abu,Sama,7,51,7.3,21,0
1281,Isaiah Ifanse,Isaiah,Ifanse,8,50,6.3,18,1
1281,Jalen McGaughy,Jalen,McGaughy,4,50,12.5,20,0
1281,Donovan Ollie,Donovan,Ollie,2,50,25,40,0
1281,Sy'veon Wilkerson,Sy'veon,Wilkerson,5,50,10,18,0
1281,Bill Jackson,Bill,Jackson,8,50,6.3,10,0
